"query";"significant";"p_value";"term_size";"query_size";"intersection_size";"precision";"recall";"term_id";"source";"term_name";"effective_domain_size";"source_order";"parents"
"query_1";TRUE;9.893309630608977e-62;349;171;67;0.391812865497076;0.19197707736389685;"GO:0006412";"GO:BP";"translation";14607;2402;
"query_1";TRUE;2.7427552284865385e-61;354;171;67;0.391812865497076;0.18926553672316385;"GO:0043043";"GO:BP";"peptide biosynthetic process";14607;12102;
"query_1";TRUE;1.9505343785803382e-59;394;171;68;0.39766081871345027;0.17258883248730963;"GO:0043604";"GO:BP";"amide biosynthetic process";14607;12433;
"query_1";TRUE;7.61737436091467e-57;409;171;67;0.391812865497076;0.16381418092909536;"GO:0006518";"GO:BP";"peptide metabolic process";14607;2492;
"query_1";TRUE;5.88306966755534e-52;503;171;68;0.39766081871345027;0.13518886679920478;"GO:0043603";"GO:BP";"cellular amide metabolic process";14607;12432;
"query_1";TRUE;7.346416215266365e-48;577;171;68;0.39766081871345027;0.11785095320623917;"GO:0034645";"GO:BP";"cellular macromolecule biosynthetic process";14607;10001;
"query_1";TRUE;4.348259837758637e-45;832;171;75;0.43859649122807015;0.09014423076923077;"GO:1901566";"GO:BP";"organonitrogen compound biosynthetic process";14607;24855;
"query_1";TRUE;2.16764827208408e-20;2409;171;84;0.49122807017543857;0.034869240348692404;"GO:1901576";"GO:BP";"organic substance biosynthetic process";14607;24864;
"query_1";TRUE;2.4595557062260074e-20;1923;171;75;0.43859649122807015;0.0390015600624025;"GO:0044271";"GO:BP";"cellular nitrogen compound biosynthetic process";14607;12706;
"query_1";TRUE;3.401608629854323e-20;2368;171;83;0.4853801169590643;0.03505067567567568;"GO:0044249";"GO:BP";"cellular biosynthetic process";14607;12692;
"query_1";TRUE;6.145780958192013e-20;2446;171;84;0.49122807017543857;0.03434178250204415;"GO:0009058";"GO:BP";"biosynthetic process";14607;3661;
"query_1";TRUE;8.37321028141529e-19;3157;171;94;0.5497076023391813;0.029775102945834655;"GO:1901564";"GO:BP";"organonitrogen compound metabolic process";14607;24853;
"query_1";TRUE;1.99684078310373e-17;1929;171;71;0.4152046783625731;0.0368066355624676;"GO:0009059";"GO:BP";"macromolecule biosynthetic process";14607;3662;
"query_1";TRUE;2.058467223559471e-17;2667;171;84;0.49122807017543857;0.031496062992125984;"GO:0019538";"GO:BP";"protein metabolic process";14607;6769;
"query_1";TRUE;6.43326888537348e-16;2218;171;74;0.4327485380116959;0.033363390441839495;"GO:0044267";"GO:BP";"cellular protein metabolic process";14607;12703;
"query_1";TRUE;1.4395930954645892e-14;2283;171;73;0.4269005847953216;0.0319754708716601;"GO:0010467";"GO:BP";"gene expression";14607;4648;
"query_1";TRUE;1.884747991135462e-12;2994;171;81;0.47368421052631576;0.027054108216432865;"GO:0034641";"GO:BP";"cellular nitrogen compound metabolic process";14607;9997;
"query_1";TRUE;3.069980154218291e-11;2752;171;75;0.43859649122807015;0.027252906976744186;"GO:0044260";"GO:BP";"cellular macromolecule metabolic process";14607;12699;
"query_1";TRUE;2.2655498533700703e-8;5750;171;110;0.6432748538011696;0.019130434782608695;"GO:0071704";"GO:BP";"organic substance metabolic process";14607;19683;
"query_1";TRUE;2.9848601259753235e-8;6024;171;113;0.6608187134502924;0.018758300132802126;"GO:0008152";"GO:BP";"metabolic process";14607;3531;
"query_1";TRUE;2.101589877378973e-7;5519;171;105;0.6140350877192983;0.019025185722051096;"GO:0044238";"GO:BP";"primary metabolic process";14607;12685;
"query_1";TRUE;2.6260219278311816e-7;5375;171;103;0.6023391812865497;0.019162790697674417;"GO:0044237";"GO:BP";"cellular metabolic process";14607;12684;
"query_1";TRUE;3.4144287959575653e-7;5156;171;100;0.5847953216374269;0.019394879751745538;"GO:0006807";"GO:BP";"nitrogen compound metabolic process";14607;2763;
"query_1";TRUE;1.4442543926490835e-6;31;171;8;0.04678362573099415;0.25806451612903225;"GO:0006414";"GO:BP";"translational elongation";14607;2404;
"query_1";TRUE;2.1939510666333903e-6;152;171;14;0.08187134502923976;0.09210526315789473;"GO:0042254";"GO:BP";"ribosome biogenesis";14607;11632;
"query_1";TRUE;5.3911926129314954e-5;32;171;7;0.04093567251461988;0.21875;"GO:0042273";"GO:BP";"ribosomal large subunit biogenesis";14607;11645;
"query_1";TRUE;5.830178470472685e-5;4737;171;89;0.52046783625731;0.01878826261346844;"GO:0043170";"GO:BP";"macromolecule metabolic process";14607;12184;
"query_1";TRUE;1.1179014416897565e-4;52;171;8;0.04678362573099415;0.15384615384615385;"GO:0002181";"GO:BP";"cytoplasmic translation";14607;850;
"query_1";TRUE;1.2642562370922332e-4;209;171;14;0.08187134502923976;0.06698564593301436;"GO:0022613";"GO:BP";"ribonucleoprotein complex biogenesis";14607;7605;
"query_1";TRUE;6.890437031034848e-4;29;171;6;0.03508771929824561;0.20689655172413793;"GO:0042255";"GO:BP";"ribosome assembly";14607;11633;
"query_1";TRUE;0.008136009975939135;9207;171;134;0.783625730994152;0.014554143586401651;"GO:0009987";"GO:BP";"cellular process";14607;4273;
"query_1";TRUE;0.016854800604082218;10195;171;143;0.8362573099415205;0.014026483570377637;"GO:0008150";"GO:BP";"biological_process";14607;3530;
"query_1";FALSE;0.05856314979883909;38;171;5;0.029239766081871343;0.13157894736842105;"GO:0030218";"GO:BP";"erythrocyte differentiation";14607;7757;
"query_1";FALSE;0.06504084523317982;8;171;3;0.017543859649122806;0.375;"GO:0000028";"GO:BP";"ribosomal small subunit assembly";14607;15;
"query_1";FALSE;0.06654369936905115;39;171;5;0.029239766081871343;0.1282051282051282;"GO:0034101";"GO:BP";"erythrocyte homeostasis";14607;9669;
"query_1";FALSE;0.06654369936905115;39;171;5;0.029239766081871343;0.1282051282051282;"GO:0002262";"GO:BP";"myeloid cell homeostasis";14607;917;
"query_1";FALSE;0.09672175399072121;9;171;3;0.017543859649122806;0.3333333333333333;"GO:0046500";"GO:BP";"S-adenosylmethionine metabolic process";14607;14176;
"query_1";FALSE;0.10481160075824415;2;171;2;0.011695906432748537;1;"GO:0061738";"GO:BP";"late endosomal microautophagy";14607;18349;
"query_1";FALSE;0.10481160075824415;2;171;2;0.011695906432748537;1;"GO:1990832";"GO:BP";"slow axonal transport";14607;29144;
"query_1";FALSE;0.10481160075824415;2;171;2;0.011695906432748537;1;"GO:1904764";"GO:BP";"chaperone-mediated autophagy translocation complex disassembly";14607;27706;
"query_1";FALSE;0.11811242137914778;69;171;6;0.03508771929824561;0.08695652173913043;"GO:1902600";"GO:BP";"proton transmembrane transport";14607;25761;
"query_1";FALSE;0.1334304030067053;45;171;5;0.029239766081871343;0.1111111111111111;"GO:0048872";"GO:BP";"homeostasis of number of cells";14607;15161;
"query_1";FALSE;0.18673611273347418;11;171;3;0.017543859649122806;0.2727272727272727;"GO:0000470";"GO:BP";"maturation of LSU-rRNA";14607;214;
"query_1";FALSE;0.26632301473517284;80;171;6;0.03508771929824561;0.075;"GO:0022618";"GO:BP";"ribonucleoprotein complex assembly";14607;7610;
"query_1";FALSE;0.31200917262349764;3;171;2;0.011695906432748537;0.6666666666666666;"GO:0015866";"GO:BP";"ADP transport";14607;5528;
"query_1";FALSE;0.31200917262349764;3;171;2;0.011695906432748537;0.6666666666666666;"GO:0006556";"GO:BP";"S-adenosylmethionine biosynthetic process";14607;2529;
"query_1";FALSE;0.31200917262349764;3;171;2;0.011695906432748537;0.6666666666666666;"GO:0099188";"GO:BP";"postsynaptic cytoskeleton organization";14607;22308;
"query_1";FALSE;0.31200917262349764;3;171;2;0.011695906432748537;0.6666666666666666;"GO:0140021";"GO:BP";"mitochondrial ADP transmembrane transport";14607;22950;
"query_1";FALSE;0.31200917262349764;3;171;2;0.011695906432748537;0.6666666666666666;"GO:1990544";"GO:BP";"mitochondrial ATP transmembrane transport";14607;29017;
